DISTRICT,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
SEONI,0.0101049,0.0102696,0.0124664,0.0052721,0.0053820,0.0898457,0.1965512,0.1779889,0.1058817,0.0243835,0.0087319,0.0076336
SERAIKELA-KHA,0.0098852,0.0115877,0.0119721,0.0133450,0.0282278,0.1321874,0.1771102,0.1767807,0.1375144,0.0394311,0.0056565,0.0029656
SERCHHIP,0.0084574,0.0185622,0.0568949,0.0828711,0.1616234,0.2174200,0.2620133,0.2365314,0.1904004,0.0918776,0.0393212,0.0101598
SHAHDOL,0.0129057,0.0104893,0.0071942,0.0027459,0.0042287,0.0673293,0.1723324,0.2000110,0.1065956,0.0172991,0.0034049,0.0049975
SHAHJAHANPUR,0.0092811,0.0096106,0.0071393,0.0026361,0.0110934,0.0528310,0.1594816,0.1687627,0.0907793,0.0376188,0.0019221,0.0039541
SHAJAPUR,0.0056016,0.0018123,0.0020320,0.0009885,0.0037893,0.0525015,0.1642045,0.1737053,0.0895162,0.0160360,0.0063705,0.0048328
SHEIKHPURA,0.0075238,0.0045033,0.0045033,0.0053270,0.0183975,0.0791916,0.1601406,0.1319677,0.1041243,0.0319073,0.0034598,0.0027459
SHEOHAR,0.0053270,0.0046680,0.0054369,0.0140590,0.0392663,0.1101653,0.2178044,0.1688725,0.0986875,0.0393761,0.0021418,0.0043385
SHEOPUR,0.0053820,0.0018123,0.0023615,0.0012082,0.0037344,0.0379483,0.1492668,0.1527816,0.0594761,0.0152123,0.0026910,0.0030205
SHIMLA,0.0379483,0.0386073,0.0439343,0.0265253,0.0356966,0.0574990,0.1246087,0.1037948,0.0622220,0.0179032,0.0076336,0.0155418
SHIMOGA,0.0002746,0.0002197,0.0034598,0.0208688,0.0430007,0.1904553,0.3428524,0.2217585,0.0763908,0.0755121,0.0244934,0.0045582
SHIVPURI,0.0071393,0.0037344,0.0019770,0.0012631,0.0037893,0.0387171,0.1516283,0.1537701,0.0841342,0.0174639,0.0041188,0.0042287
SHONITPUR,0.0106541,0.0126860,0.0274589,0.0792465,0.1560217,0.1994069,0.2109946,0.1855676,0.1258718,0.0602449,0.0114778,0.0069197
SHOPAN,0.0266352,0.0400351,0.0654072,0.0666154,0.0498655,0.0234499,0.0467351,0.0504695,0.0252622,0.0175188,0.0157065,0.0219122
SHRAVASTI NGR,0.0114229,0.0087869,0.0068647,0.0049426,0.0180680,0.0847932,0.1849635,0.1632160,0.1128014,0.0281180,0.0013729,0.0054369
SIDDHARTH NGR,0.0085123,0.0057115,0.0051074,0.0032951,0.0119721,0.0767203,0.1964962,0.1728266,0.1085727,0.0348179,0.0008787,0.0042836
SIDHI,0.0113680,0.0080729,0.0063705,0.0018672,0.0051623,0.0708990,0.1775496,0.1826569,0.1270800,0.0194959,0.0043934,0.0040090
SIKAR,0.0039541,0.0045582,0.0023066,0.0025811,0.0104893,0.0264704,0.0917678,0.0735900,0.0292163,0.0058762,0.0020869,0.0018123
SIMDEGA,0.0104893,0.0103795,0.0085123,0.0131254,0.0192213,0.1305948,0.2522928,0.2222527,0.1544291,0.0322917,0.0069197,0.0034049
SINDHUDURG,0.0001648,0.0000549,0.0002197,0.0023615,0.0323466,0.4994783,0.6040969,0.3882146,0.1677193,0.0784777,0.0167500,0.0054918
SINGRAULI,0.0057115,0.0069197,0.0042836,0.0018672,0.0026361,0.0615630,0.1440496,0.1498160,0.1016530,0.0209786,0.0024164,0.0040090
SIRMAUR,0.0320721,0.0292712,0.0232852,0.0112033,0.0175188,0.0773793,0.2789829,0.2666813,0.1043989,0.0241639,0.0050524,0.0187270
SIROHI,0.0022516,0.0008238,0.0017574,0.0014828,0.0055467,0.0396507,0.1823274,0.1718930,0.0831457,0.0070844,0.0047229,0.0009336
SIRSA,0.0060410,0.0063705,0.0055467,0.0030205,0.0066451,0.0126311,0.0548081,0.0448679,0.0206491,0.0073590,0.0026910,0.0015377
SITAMARHI,0.0053270,0.0046680,0.0054369,0.0140590,0.0392663,0.1101653,0.2178044,0.1688725,0.0986875,0.0393761,0.0021418,0.0043385
SITAPUR,0.0101598,0.0066451,0.0064803,0.0029656,0.0101049,0.0623867,0.1497062,0.1526718,0.1101653,0.0330057,0.0020320,0.0046680
SIVAGANGA,0.0085672,0.0067549,0.0096106,0.0253172,0.0316327,0.0230106,0.0395409,0.0484376,0.0543138,0.1027514,0.0815531,0.0478335
SIVASAGAR,0.0110385,0.0182327,0.0430007,0.0694711,0.1411939,0.1403152,0.2058323,0.1879840,0.1081333,0.0528859,0.0111483,0.0056565
SIWAN,0.0082926,0.0069197,0.0053270,0.0052721,0.0151024,0.0754572,0.1862266,0.1579988,0.1318030,0.0237794,0.0045033,0.0028557
SOLAN,0.0393761,0.0363007,0.0343786,0.0153221,0.0267999,0.0715580,0.2023175,0.1822176,0.0931408,0.0242188,0.0070844,0.0175737
SOLAPUR,0.0014828,0.0008238,0.0018672,0.0050524,0.0163655,0.0564007,0.0548081,0.0557966,0.0934153,0.0518974,0.0135098,0.0036246
SONBHADRA,0.0099401,0.0076336,0.0056565,0.0034598,0.0065352,0.0695810,0.1572849,0.1607996,0.1158768,0.0191114,0.0032402,0.0038443
SONEPAT(RTK),0.0106541,0.0085672,0.0079082,0.0052721,0.0091713,0.0253721,0.1067604,0.1145038,0.0467900,0.0112033,0.0032402,0.0043385
SONEPUR,0.0032951,0.0078533,0.0101598,0.0078533,0.0166950,0.0978637,0.2089077,0.2375199,0.1385579,0.0312483,0.0036795,0.0026910
SOUTH 24 PARG,0.0074688,0.0146631,0.0208139,0.0229008,0.0687023,0.1735406,0.2545994,0.2285683,0.1959471,0.1199407,0.0342139,0.0053270
SOUTH ANDAMAN,0.0239991,0.0142787,0.0102147,0.0497007,0.2056126,0.2510846,0.2313691,0.2323576,0.2502059,0.1654127,0.1514636,0.0704597
SOUTH DELHI,0.0090065,0.0089516,0.0084024,0.0048877,0.0105992,0.0328409,0.1212038,0.1348234,0.0605195,0.0112582,0.0030754,0.0047229
SOUTH DINAJPUR,0.0048877,0.0073041,0.0104344,0.0323466,0.0921522,0.1588775,0.2025921,0.1361964,0.1536054,0.0617826,0.0071393,0.0030754
SOUTH GARO HI,0.0037344,0.0058762,0.0267450,0.0993465,0.1922126,0.2705256,0.2616289,0.2115437,0.1797463,0.0855072,0.0088418,0.0051623
SOUTH GOA,0.0003844,0.0000549,0.0002197,0.0036246,0.0445933,0.4758087,0.5676314,0.3500467,0.1480037,0.0800154,0.0191663,0.0049975
SOUTH SIKKIM,0.0183975,0.0308089,0.0338843,0.0963809,0.1601955,0.2551486,0.2795321,0.2421879,0.1958372,0.0849580,0.0101049,0.0106541
SOUTH TRIPURA,0.0044483,0.0168049,0.0431105,0.0931957,0.1839750,0.2608051,0.2731616,0.2179142,0.1400956,0.0961612,0.0244385,0.0053270
SRI GANGANAGA,0.0032951,0.0043934,0.0051074,0.0038443,0.0063705,0.0140041,0.0435499,0.0356417,0.0174090,0.0017025,0.0011533,0.0024164
SRIKAKULAM,0.0043385,0.0099401,0.0094459,0.0144434,0.0350925,0.0796310,0.1044538,0.1111538,0.1142841,0.1160964,0.0383327,0.0026910
SRINAGAR,0.0311384,0.0377835,0.0571146,0.0476687,0.0373442,0.0205393,0.0305344,0.0334450,0.0166950,0.0174090,0.0159262,0.0243286
SUBANSIRI F.D,0.0153770,0.0265253,0.0468450,0.0557417,0.0771596,0.1254325,0.1193915,0.1003899,0.0877588,0.0416827,0.0114778,0.0063705
SULTANPUR,0.0072492,0.0047779,0.0034598,0.0025811,0.0092811,0.0453073,0.1665111,0.1500357,0.0998407,0.0249327,0.0013180,0.0034049
SUNDARGARH,0.0105992,0.0089516,0.0098852,0.0079082,0.0217475,0.1191169,0.2022626,0.2049536,0.1194464,0.0276786,0.0048328,0.0028008
SUPAUL,0.0041738,0.0047779,0.0069746,0.0126311,0.0457466,0.1100005,0.2059970,0.1483882,0.1153276,0.0410237,0.0024713,0.0020320
SURAT,0.0000000,0.0000549,0.0004943,0.0000549,0.0029656,0.1226866,0.2722280,0.1793619,0.1141743,0.0174090,0.0063156,0.0007689
SURENDRANAGAR,0.0001098,0.0000000,0.0000549,0.0001648,0.0025811,0.0547531,0.0927014,0.0813334,0.0456917,0.0096106,0.0062057,0.0003844
SURGUJA,0.0102696,0.0082926,0.0074688,0.0046680,0.0079631,0.1090120,0.2162118,0.2082487,0.1228513,0.0278434,0.0050524,0.0035697
SW DELHI,0.0090065,0.0089516,0.0084024,0.0048877,0.0105992,0.0328409,0.1212038,0.1348234,0.0605195,0.0112582,0.0030754,0.0047229
TAMENGLONG,0.0266352,0.1260915,0.1232907,0.2369707,0.2965017,0.6363337,1.0000000,0.8359053,0.3988687,0.2065462,0.0790818,0.0039541
TAPI(SRT),0.0000000,0.0000000,0.0004393,0.0000549,0.0044483,0.1289472,0.3155033,0.2431215,0.1279038,0.0153770,0.0060410,0.0017025
TARN TARAN,0.0098852,0.0100500,0.0118073,0.0057115,0.0068098,0.0129057,0.0733703,0.0611785,0.0375089,0.0097754,0.0024713,0.0052172
TAWANG(W KAME,0.0193311,0.0238893,0.0323466,0.0737547,0.1873249,0.3653688,0.4118293,0.3180295,0.2695920,0.1284530,0.0221319,0.0148278
THANE,0.0001098,0.0001648,0.0001648,0.0003844,0.0076336,0.2396617,0.5347356,0.3722335,0.1869405,0.0464056,0.0068098,0.0008238
THANJAVUR,0.0147729,0.0084574,0.0095008,0.0167500,0.0298204,0.0218573,0.0356966,0.0559064,0.0613982,0.1009391,0.1203800,0.0808941
THENI,0.0087869,0.0106541,0.0194409,0.0403097,0.0326761,0.0120819,0.0179032,0.0182877,0.0387171,0.0920973,0.0763359,0.0281180
THIRUVANANTHA,0.0105992,0.0115877,0.0194959,0.0640892,0.1189522,0.1860069,0.1257071,0.0779834,0.0888022,0.1471800,0.1054424,0.0344335
THOOTHUKUDI,0.0135098,0.0099951,0.0159811,0.0282827,0.0170245,0.0038992,0.0087319,0.0086770,0.0198254,0.0830908,0.1018178,0.0495909
THOUBAL,0.0084024,0.0143885,0.0236696,0.0528310,0.0769400,0.1828766,0.0997858,0.1164809,0.0586523,0.0519523,0.0153221,0.0051074
THRISSUR,0.0018672,0.0041188,0.0093360,0.0434950,0.1587676,0.3884892,0.4244604,0.2416937,0.1521775,0.1627217,0.0758416,0.0192213
TIKAMGARH,0.0110385,0.0038992,0.0024713,0.0009885,0.0026910,0.0454720,0.1548136,0.1827668,0.0855072,0.0161459,0.0040639,0.0055467
TINSUKIA,0.0146082,0.0320721,0.0720523,0.1185677,0.1497611,0.2132462,0.2829919,0.2126421,0.1795815,0.0651875,0.0137844,0.0103795
TIRAP,0.0231754,0.0399253,0.0774342,0.1740348,0.1805151,0.3375803,0.4678456,0.2749190,0.2297216,0.1201054,0.0235598,0.0125762
TIRUCHIRAPPAL,0.0074688,0.0049975,0.0064803,0.0210885,0.0327860,0.0172991,0.0292163,0.0405294,0.0743588,0.0951178,0.0768301,0.0430556
TIRUNELVELI,0.0194409,0.0186172,0.0264155,0.0386622,0.0261958,0.0208139,0.0216926,0.0147180,0.0209786,0.0864957,0.1153825,0.0546982
TIRUPUR,0.0038992,0.0037893,0.0073590,0.0263606,0.0404745,0.0120819,0.0148828,0.0174090,0.0406392,0.0811137,0.0659015,0.0255917
TIRUVALLUR,0.0098852,0.0074139,0.0028008,0.0075238,0.0265803,0.0376737,0.0605744,0.0743588,0.0754023,0.1158768,0.1435005,0.0642539
TIRUVANNAMALA,0.0080729,0.0064803,0.0062606,0.0105992,0.0374540,0.0342688,0.0527212,0.0781482,0.0919326,0.1066506,0.0934703,0.0450876
TIRUVARUR,0.0224614,0.0105442,0.0094459,0.0185073,0.0257016,0.0183426,0.0351475,0.0516228,0.0576638,0.1100005,0.1669504,0.1179636
TONK,0.0027459,0.0029106,0.0014828,0.0016475,0.0055467,0.0308089,0.1206546,0.1156022,0.0437696,0.0076336,0.0026910,0.0016475
TUENSANG,0.0130155,0.0147180,0.0360811,0.0973145,0.1239497,0.1923774,0.2426273,0.1934208,0.1327915,0.0672744,0.0228458,0.0058762
TUMKUR,0.0013180,0.0016475,0.0038992,0.0186721,0.0478335,0.0337745,0.0382778,0.0436597,0.0815531,0.0817727,0.0256467,0.0055467
UDAIPUR,0.0015377,0.0010984,0.0023615,0.0012082,0.0045033,0.0404196,0.1139546,0.1118678,0.0584876,0.0083475,0.0060959,0.0014279
UDALGURI(DARA,0.0071942,0.0117524,0.0293811,0.0927014,0.1757373,0.2304904,0.1899061,0.1494316,0.1216431,0.0523917,0.0094459,0.0051074
UDHAM SINGH N,0.0164754,0.0104344,0.0086221,0.0049426,0.0180680,0.0809490,0.2212642,0.2008897,0.1119227,0.0403647,0.0024713,0.0051623
UDHAMPUR,0.0595859,0.0660662,0.0740293,0.0353122,0.0225713,0.0502499,0.2826624,0.3026525,0.1207645,0.0233950,0.0136196,0.0331155
UDUPI,0.0007689,0.0002197,0.0022516,0.0161459,0.1064309,0.5936625,0.7532539,0.4954693,0.2223626,0.1229063,0.0409688,0.0103246
UJJAIN,0.0035147,0.0011533,0.0010984,0.0004393,0.0029656,0.0574990,0.1519029,0.1601406,0.0883080,0.0192213,0.0070844,0.0040639
UKHRUL,0.0079631,0.0198254,0.0312483,0.0420671,0.0671097,0.1912790,0.1629963,0.1336152,0.0928662,0.0673843,0.0271294,0.0071942
UMARIA,0.0146631,0.0118073,0.0088967,0.0040639,0.0043385,0.0685925,0.1866110,0.2280191,0.1175243,0.0212532,0.0053270,0.0075238
UNA,0.0254270,0.0247680,0.0224614,0.0094459,0.0147180,0.0371245,0.1867209,0.1704102,0.0795211,0.0176286,0.0085123,0.0132352
UNNAO,0.0081828,0.0082926,0.0040639,0.0018672,0.0057664,0.0455269,0.1369103,0.1572849,0.0942940,0.0308089,0.0012082,0.0040090
UPPER SIANG,0.0408040,0.0970399,0.1991323,0.2182986,0.2244494,0.4403866,0.3586139,0.2295019,0.3767368,0.1454775,0.0477237,0.0393761
UTTAR KANNADA,0.0001648,0.0000549,0.0014828,0.0121369,0.0626064,0.4068867,0.5787248,0.3666868,0.1419628,0.0851777,0.0242188,0.0061508
UTTARKASHI,0.0389368,0.0399802,0.0466253,0.0266352,0.0560712,0.0810588,0.2090175,0.2225273,0.1181833,0.0327311,0.0073041,0.0137295
VAISHALI,0.0084024,0.0046131,0.0039541,0.0080180,0.0147180,0.0755670,0.2059421,0.1566808,0.1228513,0.0402548,0.0029656,0.0021418
VALSAD,0.0003844,0.0000549,0.0002746,0.0000000,0.0034598,0.1924872,0.4238563,0.2867263,0.1685430,0.0263606,0.0075787,0.0005492
VARANASI,0.0101049,0.0079631,0.0052172,0.0025811,0.0064803,0.0515679,0.1711242,0.1545390,0.1299357,0.0205942,0.0067000,0.0030205
VELLORE,0.0044483,0.0037344,0.0050524,0.0122467,0.0411884,0.0361909,0.0589269,0.0708441,0.0900104,0.0896260,0.0698556,0.0320171
VIDISHA,0.0076885,0.0045033,0.0028008,0.0007689,0.0024164,0.0605744,0.1956176,0.2064913,0.0892416,0.0131803,0.0065352,0.0059311
VILUPPURAM,0.0101598,0.0053270,0.0051074,0.0089516,0.0276786,0.0268549,0.0460761,0.0715031,0.0797957,0.1024219,0.1071448,0.0645285
VIRUDHUNAGAR,0.0103246,0.0131803,0.0158164,0.0370696,0.0358065,0.0121369,0.0196606,0.0282278,0.0480532,0.0992366,0.0948432,0.0360261
VISAKHAPATNAM,0.0048328,0.0059311,0.0096656,0.0245483,0.0530507,0.0728211,0.0978637,0.0978637,0.1018178,0.1121973,0.0325114,0.0023615
VIZIANAGARAM,0.0047779,0.0079082,0.0097205,0.0177385,0.0498105,0.0772695,0.0996760,0.1069801,0.1148333,0.1033006,0.0309188,0.0033500
W KHASI HILL,0.0108188,0.0170795,0.0336647,0.0881432,0.1934758,0.3577901,0.5768027,0.3338459,0.2555330,0.1057170,0.0176286,0.0101598
WARANGAL,0.0045582,0.0042836,0.0067549,0.0077983,0.0157614,0.0810588,0.1489373,0.1220825,0.0853973,0.0488220,0.0125762,0.0039541
WARDHA,0.0061508,0.0050524,0.0071942,0.0046680,0.0087319,0.0931957,0.1502554,0.1500357,0.0899555,0.0317975,0.0082926,0.0086770
WASHIM,0.0049426,0.0031303,0.0041188,0.0026910,0.0045582,0.0950080,0.1347685,0.1375144,0.0861113,0.0334999,0.0063156,0.0040639
WAYANAD,0.0026361,0.0045582,0.0096106,0.0457466,0.0958866,0.3833818,0.6098083,0.3256082,0.1266956,0.1170300,0.0514032,0.0141688
WEST CHAMPARAN,0.0102147,0.0059311,0.0070295,0.0100500,0.0309188,0.1259267,0.2454830,0.1918282,0.1369652,0.0361909,0.0028008,0.0050524
WEST DELHI,0.0090065,0.0089516,0.0084024,0.0048877,0.0105992,0.0328409,0.1212038,0.1348234,0.0605195,0.0112582,0.0030754,0.0047229
WEST GARO HIL,0.0037344,0.0058762,0.0267450,0.0993465,0.1922126,0.2705256,0.2616289,0.2115437,0.1797463,0.0855072,0.0088418,0.0051623
WEST GODAVARI,0.0033500,0.0058762,0.0047779,0.0104344,0.0306442,0.0745785,0.1319128,0.1251030,0.0989071,0.1086276,0.0366302,0.0064254
WEST KAMENG,0.0193311,0.0238893,0.0323466,0.0737547,0.1873249,0.3653688,0.4118293,0.3180295,0.2695920,0.1284530,0.0221319,0.0148278
WEST MIDNAPOR,0.0067000,0.0132352,0.0214180,0.0311934,0.0590917,0.1338898,0.1809545,0.1735406,0.1520127,0.0584876,0.0098303,0.0029106
WEST SIANG,0.0142787,0.0366302,0.0421769,0.1258718,0.1315284,0.2287880,0.3253336,0.1715635,0.1598660,0.0696359,0.0185073,0.0162008
WEST SIKKIM,0.0338294,0.0540941,0.1095612,0.1308694,0.1951782,0.2762370,0.2687682,0.2351584,0.2140150,0.1455324,0.0238893,0.0123016
WEST SINGHBHUM,0.0070844,0.0119721,0.0126860,0.0131254,0.0311384,0.1142292,0.1730463,0.1881487,0.1223022,0.0348729,0.0053820,0.0030205
WEST TRIPURA,0.0052721,0.0153221,0.0395958,0.1066506,0.1976495,0.2342798,0.2174200,0.1774946,0.1376243,0.0960514,0.0227909,0.0056565
WOKHA,0.0112033,0.0231204,0.0531056,0.0792465,0.1788127,0.2286232,0.2721731,0.2630018,0.1526168,0.0701302,0.0305893,0.0090615
YADGIR,0.0024164,0.0019770,0.0028557,0.0112582,0.0202098,0.0641441,0.0840244,0.0885277,0.0987424,0.0677687,0.0134549,0.0029106
YAMUNANAGAR,0.0233401,0.0191663,0.0175188,0.0082926,0.0144983,0.0646933,0.1671701,0.1787028,0.0793564,0.0197704,0.0037344,0.0116975
YANAM,0.0098303,0.0107639,0.0091164,0.0058762,0.0239442,0.0257565,0.0462958,0.0701851,0.0691966,0.1486627,0.2023725,0.1119776
YAVATMAL,0.0047229,0.0025262,0.0060410,0.0042287,0.0065352,0.0953375,0.1466857,0.1443242,0.0832006,0.0339942,0.0072492,0.0048877
ZUNHEBOTO,0.0130155,0.0147180,0.0360811,0.0973145,0.1239497,0.1923774,0.2426273,0.1934208,0.1327915,0.0672744,0.0228458,0.0058762
